route_id,origin_id,destination_id,distance,average_hours
R-1ff13bb5,C-639c5e36,C-f8f01604,7180.77,143.62
R-b7985f3f,C-639c5e36,C-280b55fb,1487.82,29.76
R-e6986e22,C-639c5e36,C-f5ed4c15,7092.72,141.85
R-f7b3c7f1,C-639c5e36,C-6df8beaf,1110.84,22.22
R-8693eba7,C-639c5e36,C-2bd47dc5,1943.16,38.86
R-2cc4fa7c,C-639c5e36,C-b25a09de,1722.0,34.44
R-d5b79907,C-639c5e36,C-419cd14c,1319.55,26.39
R-1af4a512,C-639c5e36,C-9bbf5d8a,1795.25,35.9
R-49315c06,C-639c5e36,C-40a81eb1,2065.64,41.31
R-1c8b53e4,C-639c5e36,C-2c9e75ef,950.15,19.0
R-a0adca7e,C-639c5e36,C-03bb3e48,769.05,15.38
R-7b9174b3,C-639c5e36,C-19236709,1120.7,22.41
R-4bad2828,C-639c5e36,C-fc66f0ab,1156.22,23.12
R-7858b8e3,C-639c5e36,C-b5ff31cd,2024.48,40.49
R-841d3231,C-639c5e36,C-5d86b887,1837.69,36.75
R-f39a3b9b,C-639c5e36,C-2aaf0e1a,1750.04,35.0
R-012882bd,C-639c5e36,C-34ae77b0,7978.21,159.56
R-39c2c87e,C-639c5e36,C-d9e9d934,1946.17,38.92
R-7159b47f,C-639c5e36,C-b5282c3b,1324.85,26.5
R-306941e5,C-639c5e36,C-d3bb431c,5843.75,116.88
R-ecf7b01e,C-639c5e36,C-825b2625,1132.08,22.64
R-443c4074,C-639c5e36,C-90e30162,1430.32,28.61
R-ea46e4d8,C-639c5e36,C-2e349ccd,9566.33,191.33
R-81806ca8,C-639c5e36,C-56b68559,1033.62,20.67
R-87f63124,C-639c5e36,C-328bd8d3,1452.11,29.04
R-957fc653,C-639c5e36,C-841ebdcb,1356.29,27.13
R-299ac2b6,C-639c5e36,C-e6dcda92,852.12,17.04
R-9a2b5a31,C-639c5e36,C-594514f8,1282.98,25.66
R-d92c1aa1,C-a9f2c329,C-927ceb5e,38.1,0.76
R-a763d035,C-a9f2c329,C-56e39a5e,1719.44,34.39
R-cc212ab0,C-a9f2c329,C-73ae5412,1528.0,30.56
R-96373ca2,C-a9f2c329,C-4fe0fa24,6077.97,121.56
R-df7be6d4,C-a9f2c329,C-451776b7,1571.49,31.43
R-6fe2078c,C-a9f2c329,C-d80a1e7d,273.0,5.46
R-6a8d81a2,C-a9f2c329,C-c92599e2,1786.2,35.72
R-73655c9a,C-a9f2c329,C-731988ba,2603.82,52.08
R-4f239e8b,C-a9f2c329,C-639c5e36,1087.41,21.75
R-38d1e82d,C-a9f2c329,C-c7cacd1d,661.29,13.23
R-8d504c35,C-a9f2c329,C-ef47bdcd,757.39,15.15
R-6ffd78df,C-a9f2c329,C-84f378bb,444.02,8.88
R-5b41f973,C-a9f2c329,C-c4565ee8,416.87,8.34
R-d86173d8,C-a9f2c329,C-6ea51d66,903.25,18.07
R-a6c7b143,C-a9f2c329,C-ff8c0c3c,251.66,5.03
R-1a51696c,C-a9f2c329,C-e5bfb4e5,214.41,4.29
R-2936ed04,C-a9f2c329,C-3dbd8b2e,1609.6,32.19
R-aab46144,C-a9f2c329,C-7212cebe,191.76,3.84
R-2ca11a2b,C-a9f2c329,C-b6e04c88,185.73,3.71
R-c5f1f329,C-a9f2c329,C-01660979,882.21,17.64
R-c85c9e19,C-a9f2c329,C-f8f01604,6274.74,125.49
R-e885bc9e,C-a9f2c329,C-280b55fb,406.64,8.13
R-edafcfa0,C-a9f2c329,C-f5ed4c15,7061.87,141.24
R-5e925b04,C-a9f2c329,C-6df8beaf,66.17,1.32
R-89580831,C-a9f2c329,C-2bd47dc5,878.33,17.57
R-010d7468,C-a9f2c329,C-b25a09de,637.33,12.75
R-6927f13a,C-a9f2c329,C-419cd14c,851.76,17.04
R-56f0b979,C-a9f2c329,C-9bbf5d8a,717.3,14.35
R-8b132770,C-a9f2c329,C-40a81eb1,1018.36,20.37
R-25f4bbda,C-a9f2c329,C-2c9e75ef,543.09,10.86
R-570667ca,C-a9f2c329,C-03bb3e48,403.56,8.07
R-c53701b3,C-a9f2c329,C-19236709,134.12,2.68
R-4f95f6ba,C-a9f2c329,C-fc66f0ab,76.48,1.53
R-9d373a0b,C-a9f2c329,C-b5ff31cd,985.52,19.71
R-1469ebed,C-a9f2c329,C-5d86b887,752.82,15.06
R-0e4c7a3e,C-a9f2c329,C-2aaf0e1a,677.39,13.55
R-0de7ba0d,C-a9f2c329,C-34ae77b0,8994.17,179.88
R-ef1b4089,C-a9f2c329,C-d9e9d934,859.0,17.18
R-f8640cff,C-a9f2c329,C-b5282c3b,286.81,5.74
R-1a802b07,C-a9f2c329,C-d3bb431c,5306.97,106.14
R-073654b1,C-a9f2c329,C-825b2625,78.82,1.58
R-67bc4206,C-a9f2c329,C-90e30162,558.55,11.17
R-e2bc04df,C-a9f2c329,C-2e349ccd,8482.92,169.66
R-ded40d71,C-a9f2c329,C-56b68559,176.12,3.52
R-83695b88,C-a9f2c329,C-328bd8d3,367.45,7.35
R-6f562265,C-a9f2c329,C-841ebdcb,857.17,17.14
R-fca783e0,C-a9f2c329,C-e6dcda92,263.95,5.28
R-c92bb5c6,C-a9f2c329,C-594514f8,208.69,4.17
R-b348ed51,C-c7cacd1d,C-927ceb5e,688.91,13.78
R-81aab1a3,C-c7cacd1d,C-56e39a5e,2045.33,40.91
R-3d60220a,C-c7cacd1d,C-73ae5412,2186.33,43.73
R-d377c549,C-c7cacd1d,C-4fe0fa24,5609.5,112.19
R-c0d66d5a,C-c7cacd1d,C-451776b7,2231.91,44.64
R-13d078a8,C-c7cacd1d,C-d80a1e7d,470.26,9.41
R-76a2dfcc,C-c7cacd1d,C-c92599e2,1960.92,39.22
R-05e2472d,C-c7cacd1d,C-731988ba,2493.25,49.86
R-311f3829,C-c7cacd1d,C-639c5e36,1696.94,33.94
R-4d893c04,C-c7cacd1d,C-a9f2c329,661.29,13.23
R-2f3ae85d,C-c7cacd1d,C-ef47bdcd,1417.26,28.35
R-f8956d04,C-c7cacd1d,C-84f378bb,1077.52,21.55
R-f48e469c,C-c7cacd1d,C-c4565ee8,313.89,6.28
R-2bb5f063,C-c7cacd1d,C-6ea51d66,274.13,5.48
R-04ae9188,C-c7cacd1d,C-ff8c0c3c,897.96,17.96
R-18e54bb4,C-c7cacd1d,C-e5bfb4e5,589.99,11.8
R-fc3e54ab,C-c7cacd1d,C-3dbd8b2e,2185.1,43.7
R-f9c942a8,C-c7cacd1d,C-7212cebe,684.27,13.69
R-e3a6b473,C-c7cacd1d,C-b6e04c88,705.5,14.11
R-a6ad6370,C-c7cacd1d,C-01660979,267.04,5.34
R-113cebab,C-c7cacd1d,C-f8f01604,5615.56,112.31
R-e58bb599,C-c7cacd1d,C-280b55fb,296.62,5.93
R-9f601372,C-c7cacd1d,C-f5ed4c15,6705.03,134.1
R-d492f430,C-c7cacd1d,C-6df8beaf,675.3,13.51
R-65cfb635,C-c7cacd1d,C-2bd47dc5,263.46,5.27
R-c449c7d0,C-c7cacd1d,C-b25a09de,247.63,4.95
R-a61d7a13,C-c7cacd1d,C-419cd14c,1332.37,26.65
R-86eb239c,C-c7cacd1d,C-9bbf5d8a,478.18,9.56
R-fb693c2a,C-c7cacd1d,C-40a81eb1,368.7,7.37
R-b9c85175,C-c7cacd1d,C-2c9e75ef,1156.15,23.12
R-fe016941,C-c7cacd1d,C-03bb3e48,932.44,18.65
R-e080ba16,C-c7cacd1d,C-19236709,713.2,14.26
R-ff888ed5,C-c7cacd1d,C-fc66f0ab,584.86,11.7
R-950b2259,C-c7cacd1d,C-b5ff31cd,329.14,6.58
R-a19985d2,C-c7cacd1d,C-5d86b887,289.42,5.79
R-ccdb6f4e,C-c7cacd1d,C-2aaf0e1a,157.29,3.15
R-812bfd30,C-c7cacd1d,C-34ae77b0,9651.62,193.03
R-941df974,C-c7cacd1d,C-d9e9d934,439.82,8.8
R-71583e8a,C-c7cacd1d,C-b5282c3b,381.21,7.62
R-b2b967e6,C-c7cacd1d,C-d3bb431c,4757.91,95.16
R-28347962,C-c7cacd1d,C-825b2625,660.09,13.2
R-a4b1265c,C-c7cacd1d,C-90e30162,873.53,17.47
R-2b46181a,C-c7cacd1d,C-2e349ccd,7874.83,157.5
R-5bca940d,C-c7cacd1d,C-56b68559,664.67,13.29
R-53494ffa,C-c7cacd1d,C-328bd8d3,342.19,6.84
R-9205fc51,C-c7cacd1d,C-841ebdcb,1319.56,26.39
R-d568a5f2,C-c7cacd1d,C-e6dcda92,924.53,18.49
R-7bcff0d3,C-c7cacd1d,C-594514f8,454.49,9.09
R-d56bde1b,C-ef47bdcd,C-927ceb5e,728.4,14.57
R-272a3bd5,C-ef47bdcd,C-56e39a5e,1668.64,33.37
R-a346d950,C-ef47bdcd,C-73ae5412,770.99,15.42
R-241f250d,C-ef47bdcd,C-4fe0fa24,6567.37,131.35
R-2f4c1e45,C-ef47bdcd,C-451776b7,814.7,16.29
R-91da63c5,C-ef47bdcd,C-d80a1e7d,1000.56,20.01
R-dd6cc6e8,C-ef47bdcd,C-c92599e2,1918.91,38.38
R-51d1a32a,C-ef47bdcd,C-731988ba,2947.83,58.96
R-7b9271bd,C-ef47bdcd,C-639c5e36,493.35,9.87
R-3d43ebf8,C-ef47bdcd,C-a9f2c329,757.39,15.15
R-20cb905f,C-ef47bdcd,C-c7cacd1d,1417.26,28.35
R-92f11a2e,C-ef47bdcd,C-84f378bb,442.12,8.84
R-20e986ce,C-ef47bdcd,C-c4565ee8,1162.96,23.26
R-454d6b06,C-ef47bdcd,C-6ea51d66,1659.34,33.19
R-d1b27d8a,C-ef47bdcd,C-ff8c0c3c,548.97,10.98
R-4bdb3bd0,C-ef47bdcd,C-e5bfb4e5,864.59,17.29
R-4ad0ec8b,C-ef47bdcd,C-3dbd8b2e,1016.07,20.32
R-eb3ad4c1,C-ef47bdcd,C-7212cebe,768.36,15.37
R-899d9b94,C-ef47bdcd,C-b6e04c88,776.33,15.53
R-d7ad5746,C-ef47bdcd,C-01660979,1637.16,32.74
R-59d2da36,C-ef47bdcd,C-f8f01604,7021.21,140.42
R-ff8ce956,C-ef47bdcd,C-280b55fb,1158.38,23.17
R-f811ddd4,C-ef47bdcd,C-f5ed4c15,7389.58,147.79
R-cf631f68,C-ef47bdcd,C-6df8beaf,755.21,15.1
R-7a0a08ef,C-ef47bdcd,C-2bd47dc5,1633.3,32.67
R-89730450,C-ef47bdcd,C-b25a09de,1379.59,27.59
R-73f77646,C-ef47bdcd,C-419cd14c,827.24,16.54
R-a1515cb7,C-ef47bdcd,C-9bbf5d8a,1404.13,28.08
R-4999a951,C-ef47bdcd,C-40a81eb1,1775.62,35.51
R-a80abc38,C-ef47bdcd,C-2c9e75ef,465.05,9.3
R-1002feba,C-ef47bdcd,C-03bb3e48,616.25,12.32
R-3df6a9cd,C-ef47bdcd,C-19236709,740.01,14.8
R-34f59601,C-ef47bdcd,C-fc66f0ab,833.76,16.68
R-11ea3024,C-ef47bdcd,C-b5ff31cd,1742.84,34.86
R-a73998a8,C-ef47bdcd,C-5d86b887,1492.53,29.85
R-fbd673c6,C-ef47bdcd,C-2aaf0e1a,1430.92,28.62
R-120a90f5,C-ef47bdcd,C-34ae77b0,8236.81,164.74
R-a4102d14,C-ef47bdcd,C-d9e9d934,1576.84,31.54
R-15b5925d,C-ef47bdcd,C-b5282c3b,1037.5,20.75
R-2b66d239,C-ef47bdcd,C-d3bb431c,5907.05,118.14
R-d2df2fb9,C-ef47bdcd,C-825b2625,774.08,15.48
R-924d839a,C-ef47bdcd,C-90e30162,968.56,19.37
R-f8c73010,C-ef47bdcd,C-2e349ccd,9192.19,183.84
R-922e40f2,C-ef47bdcd,C-56b68559,781.41,15.63
R-531f5aad,C-ef47bdcd,C-328bd8d3,1115.83,22.32
R-e9bf94ff,C-ef47bdcd,C-841ebdcb,863.47,17.27
R-c9bd5880,C-ef47bdcd,C-e6dcda92,493.44,9.87
R-dec30353,C-ef47bdcd,C-594514f8,966.04,19.32
R-48ceacbe,C-84f378bb,C-927ceb5e,433.01,8.66
R-9ab42d99,C-84f378bb,C-56e39a5e,1424.09,28.48
R-ba7f18ea,C-84f378bb,C-73ae5412,1177.33,23.55
R-db2e59ff,C-84f378bb,C-4fe0fa24,6499.22,129.98
R-206e6c85,C-84f378bb,C-451776b7,1204.72,24.09
R-62cf3297,C-84f378bb,C-d80a1e7d,618.75,12.38
R-77954229,C-84f378bb,C-c92599e2,1591.43,31.83
R-566db3fc,C-84f378bb,C-731988ba,2556.16,51.12
R-4022d583,C-84f378bb,C-639c5e36,905.49,18.11
R-93d60987,C-84f378bb,C-a9f2c329,444.02,8.88
R-1acdeb76,C-84f378bb,C-c7cacd1d,1077.52,21.55
R-9238cbe5,C-84f378bb,C-ef47bdcd,442.12,8.84
R-6b656856,C-84f378bb,C-c4565ee8,786.66,15.73
R-d2761115,C-84f378bb,C-6ea51d66,1289.28,25.79
R-79441153,C-84f378bb,C-ff8c0c3c,193.12,3.86
R-7892c8a5,C-84f378bb,C-e5bfb4e5,631.07,12.62
R-fe212c86,C-84f378bb,C-3dbd8b2e,1442.2,28.84
R-74588068,C-84f378bb,C-7212cebe,558.82,11.18
R-3627952f,C-84f378bb,C-b6e04c88,378.61,7.57
R-f0973548,C-84f378bb,C-01660979,1263.13,25.26
R-45df346f,C-84f378bb,C-f8f01604,6687.32,133.75
R-ec132f26,C-84f378bb,C-280b55fb,791.08,15.82
R-a9c84027,C-84f378bb,C-f5ed4c15,7437.22,148.74
R-3718ca8d,C-84f378bb,C-6df8beaf,408.98,8.18
R-1f2f79aa,C-84f378bb,C-2bd47dc5,1259.42,25.19
R-2803a531,C-84f378bb,C-b25a09de,989.85,19.8
R-85779b5e,C-84f378bb,C-419cd14c,520.28,10.41
R-590d07d7,C-84f378bb,C-9bbf5d8a,980.64,19.61
R-08fd4a69,C-84f378bb,C-40a81eb1,1412.2,28.24
R-bfbffabd,C-84f378bb,C-2c9e75ef,113.1,2.26
R-e3526b37,C-84f378bb,C-03bb3e48,576.9,11.54
R-bd18d373,C-84f378bb,C-19236709,364.33,7.29
R-0ed24cd6,C-84f378bb,C-fc66f0ab,512.74,10.25
R-e3ae8ddb,C-84f378bb,C-b5ff31cd,1386.89,27.74
R-e51c32bd,C-84f378bb,C-5d86b887,1096.97,21.94
R-b1e8e9c8,C-84f378bb,C-2aaf0e1a,1057.44,21.15
R-cd2735ab,C-84f378bb,C-34ae77b0,8611.88,172.24
R-0800a595,C-84f378bb,C-d9e9d934,1163.16,23.26
R-3dac8163,C-84f378bb,C-b5282c3b,723.35,14.47
R-9a1639e7,C-84f378bb,C-d3bb431c,5747.84,114.96
R-5f7269e5,C-84f378bb,C-825b2625,420.95,8.42
R-bb0d5f70,C-84f378bb,C-90e30162,528.34,10.57
R-7c4075e0,C-84f378bb,C-2e349ccd,8755.34,175.11
R-43cdad5b,C-84f378bb,C-56b68559,559.02,11.18
R-8df73d4e,C-84f378bb,C-328bd8d3,745.32,14.91
R-6870c977,C-84f378bb,C-841ebdcb,543.35,10.87
R-a93d4476,C-84f378bb,C-e6dcda92,257.16,5.14
R-dd6ff7c1,C-84f378bb,C-594514f8,629.9,12.6
R-d0e06cf2,C-c4565ee8,C-927ceb5e,452.19,9.04
R-8293c431,C-c4565ee8,C-56e39a5e,1761.12,35.22
R-f008c877,C-c4565ee8,C-73ae5412,1933.12,38.66
R-54c7e846,C-c4565ee8,C-4fe0fa24,5911.45,118.23
R-06f26f8a,C-c4565ee8,C-451776b7,1971.52,39.43
R-30fb0047,C-c4565ee8,C-d80a1e7d,167.91,3.36
R-3d8ff0c4,C-c4565ee8,C-c92599e2,1717.82,34.36
R-d9c20fde,C-c4565ee8,C-731988ba,2369.56,47.39
R-859ba0f9,C-c4565ee8,C-639c5e36,1502.04,30.04
R-44465e11,C-c4565ee8,C-a9f2c329,416.87,8.34
R-0db9d73f,C-c4565ee8,C-c7cacd1d,313.89,6.28
R-0149242c,C-c4565ee8,C-ef47bdcd,1162.96,23.26
R-1a08406e,C-c4565ee8,C-84f378bb,786.66,15.73
R-4ddb6c28,C-c4565ee8,C-6ea51d66,503.04,10.06
R-1d00410b,C-c4565ee8,C-ff8c0c3c,620.9,12.42
R-abf09406,C-c4565ee8,C-e5bfb4e5,445.74,8.91
R-02124ef5,C-c4565ee8,C-3dbd8b2e,2018.08,40.36
R-c1cf4d40,C-c4565ee8,C-7212cebe,516.0,10.32
R-7c0b57f4,C-c4565ee8,C-b6e04c88,408.23,8.16
R-d372b2ff,C-c4565ee8,C-01660979,477.91,9.56
R-ac453ce8,C-c4565ee8,C-f8f01604,5900.91,118.02
R-e4c16974,C-c4565ee8,C-280b55fb,35.67,0.71
R-6f2cbf04,C-c4565ee8,C-f5ed4c15,6983.37,139.67
R-83203243,C-c4565ee8,C-6df8beaf,408.0,8.16
R-7a06fc15,C-c4565ee8,C-2bd47dc5,474.14,9.48
R-6ca8dfef,C-c4565ee8,C-b25a09de,220.48,4.41
R-36b7154a,C-c4565ee8,C-419cd14c,1019.19,20.38
R-41fb82a2,C-c4565ee8,C-9bbf5d8a,349.44,6.99
R-4df85ea2,C-c4565ee8,C-40a81eb1,625.54,12.51
R-967f065a,C-c4565ee8,C-2c9e75ef,855.84,17.12
R-9f9c5d4f,C-c4565ee8,C-03bb3e48,775.88,15.52
R-8779af3b,C-c4565ee8,C-19236709,428.56,8.57
R-2e199959,C-c4565ee8,C-fc66f0ab,345.86,6.92
R-85997361,C-c4565ee8,C-b5ff31cd,601.38,12.03
R-9ac999a7,C-c4565ee8,C-5d86b887,336.06,6.72
R-e6a70c54,C-c4565ee8,C-2aaf0e1a,271.3,5.43
R-3709fab9,C-c4565ee8,C-34ae77b0,9393.29,187.87
R-49c63127,C-c4565ee8,C-d9e9d934,451.31,9.03
R-373eec36,C-c4565ee8,C-b5282c3b,226.25,4.53
R-d57a78f5,C-c4565ee8,C-d3bb431c,5070.43,101.41
R-a6c9b6f3,C-c4565ee8,C-825b2625,388.88,7.78
R-80e4cf46,C-c4565ee8,C-90e30162,567.91,11.36
R-ce704f51,C-c4565ee8,C-2e349ccd,8066.44,161.33
R-eba11085,C-c4565ee8,C-56b68559,493.17,9.86
R-c165d4fd,C-c4565ee8,C-328bd8d3,50.02,1.0
R-e74e3c8c,C-c4565ee8,C-841ebdcb,1007.3,20.15
R-7171a317,C-c4565ee8,C-e6dcda92,673.92,13.48
R-066ee0f4,C-c4565ee8,C-594514f8,222.41,4.45
R-7430e046,C-6ea51d66,C-927ceb5e,934.7,18.69
R-8f148291,C-6ea51d66,C-56e39a5e,2081.68,41.63
R-560abc3a,C-6ea51d66,C-73ae5412,2430.33,48.61
R-e7c85f11,C-6ea51d66,C-4fe0fa24,5555.98,111.12
R-0db12c94,C-6ea51d66,C-451776b7,2471.31,49.43
R-7d24a7c1,C-6ea51d66,C-d80a1e7d,670.83,13.42
R-22a8ccb7,C-6ea51d66,C-c92599e2,1935.67,38.71
R-9dd25f5d,C-6ea51d66,C-731988ba,2339.76,46.8
R-98b76ad5,C-6ea51d66,C-639c5e36,1963.03,39.26
R-53b3fa4a,C-6ea51d66,C-a9f2c329,903.25,18.07
R-5038c702,C-6ea51d66,C-c7cacd1d,274.13,5.48
R-f8088198,C-6ea51d66,C-ef47bdcd,1659.34,33.19
R-11096a8f,C-6ea51d66,C-84f378bb,1289.28,25.79
R-bd9f1afe,C-6ea51d66,C-c4565ee8,503.04,10.06
R-3cc18593,C-6ea51d66,C-ff8c0c3c,1122.79,22.46
R-9c8a69c0,C-6ea51d66,C-e5bfb4e5,858.19,17.16
R-243ac918,C-6ea51d66,C-3dbd8b2e,2456.93,49.14
R-8eabc8ee,C-6ea51d66,C-7212cebe,950.0,19.0
R-7c518556,C-6ea51d66,C-b6e04c88,910.67,18.21
R-05c9e7ce,C-6ea51d66,C-01660979,33.84,0.68
R-cefd65d1,C-6ea51d66,C-f8f01604,5399.4,107.99
R-f907c9b2,C-6ea51d66,C-280b55fb,502.51,10.05
R-34f715ae,C-6ea51d66,C-f5ed4c15,6703.3,134.07
R-aec135f8,C-6ea51d66,C-6df8beaf,905.45,18.11
R-9d03a960,C-6ea51d66,C-2bd47dc5,36.05,0.72
R-3c70b3d8,C-6ea51d66,C-b25a09de,311.55,6.23
R-0c8b648e,C-6ea51d66,C-419cd14c,1465.12,29.3
R-1e49a895,C-6ea51d66,C-9bbf5d8a,464.88,9.3
R-8b89f278,C-6ea51d66,C-40a81eb1,126.47,2.53
R-7bafd5a1,C-6ea51d66,C-2c9e75ef,1354.69,27.09
R-496eae0e,C-6ea51d66,C-03bb3e48,1202.62,24.05
R-4c68ff74,C-6ea51d66,C-19236709,931.12,18.62
R-3bdcc05d,C-6ea51d66,C-fc66f0ab,827.53,16.55
R-5104f307,C-6ea51d66,C-b5ff31cd,122.66,2.45
R-003c7a81,C-6ea51d66,C-5d86b887,237.96,4.76
R-07fcc10e,C-6ea51d66,C-2aaf0e1a,231.85,4.64
R-6809d15b,C-6ea51d66,C-34ae77b0,9894.72,197.89
R-fe6d6bb4,C-6ea51d66,C-d9e9d934,318.08,6.36
R-a770f1fc,C-6ea51d66,C-b5282c3b,638.89,12.78
R-751491a8,C-6ea51d66,C-d3bb431c,4658.06,93.16
R-58b26646,C-6ea51d66,C-825b2625,887.59,17.75
R-3156d2b2,C-6ea51d66,C-90e30162,988.1,19.76
R-06fd6f46,C-6ea51d66,C-2e349ccd,7605.55,152.11
R-0225d21a,C-6ea51d66,C-56b68559,929.44,18.59
R-21e70514,C-6ea51d66,C-328bd8d3,546.83,10.94
R-3e4f3e69,C-6ea51d66,C-841ebdcb,1445.53,28.91
R-78fd2e4e,C-6ea51d66,C-e6dcda92,1166.52,23.33
R-ef208446,C-6ea51d66,C-594514f8,694.98,13.9
R-7ee42348,C-ff8c0c3c,C-927ceb5e,239.93,4.8
R-51a0f01c,C-ff8c0c3c,C-56e39a5e,1553.72,31.07
R-86bd8740,C-ff8c0c3c,C-73ae5412,1314.96,26.3
R-2e9a8868,C-ff8c0c3c,C-4fe0fa24,6312.34,126.25
R-74e25ce0,C-ff8c0c3c,C-451776b7,1351.18,27.02
R-4e8c28fd,C-ff8c0c3c,C-d80a1e7d,455.09,9.1
R-74284791,C-ff8c0c3c,C-c92599e2,1676.61,33.53
R-4016d8c0,C-ff8c0c3c,C-731988ba,2581.71,51.63
R-8d7fcaf1,C-ff8c0c3c,C-639c5e36,952.33,19.05
R-5efde222,C-ff8c0c3c,C-a9f2c329,251.66,5.03
R-4e89d9c6,C-ff8c0c3c,C-c7cacd1d,897.96,17.96
R-c2a84e2f,C-ff8c0c3c,C-ef47bdcd,548.97,10.98
R-a5ea1eb3,C-ff8c0c3c,C-84f378bb,193.12,3.86
R-896ca340,C-ff8c0c3c,C-c4565ee8,620.9,12.42
R-ef48fb50,C-ff8c0c3c,C-6ea51d66,1122.79,22.46
R-285ba053,C-ff8c0c3c,C-e5bfb4e5,440.36,8.81
R-8f48ee80,C-ff8c0c3c,C-3dbd8b2e,1489.75,29.8
R-745d907e,C-ff8c0c3c,C-7212cebe,374.28,7.49
R-dc597305,C-ff8c0c3c,C-b6e04c88,227.85,4.56
R-9f7dd24d,C-ff8c0c3c,C-01660979,1098.55,21.97
R-2c4744af,C-ff8c0c3c,C-f8f01604,6513.09,130.26
R-29434d3b,C-ff8c0c3c,C-280b55fb,620.47,12.41
R-a7446520,C-ff8c0c3c,C-f5ed4c15,7267.89,145.36
R-51bad085,C-ff8c0c3c,C-6df8beaf,222.94,4.46
R-006e6e2a,C-ff8c0c3c,C-2bd47dc5,1094.75,21.9
R-0d62780b,C-ff8c0c3c,C-b25a09de,833.74,16.67
R-2dd14646,C-ff8c0c3c,C-419cd14c,656.6,13.13
R-c5b19aa5,C-ff8c0c3c,C-9bbf5d8a,858.38,17.17
R-6b015340,C-ff8c0c3c,C-40a81eb1,1243.05,24.86
R-8b2cfed2,C-ff8c0c3c,C-2c9e75ef,297.54,5.95
R-5d24485c,C-ff8c0c3c,C-03bb3e48,447.87,8.96
R-0df929b3,C-ff8c0c3c,C-19236709,192.83,3.86
R-83f9d3e9,C-ff8c0c3c,C-fc66f0ab,322.52,6.45
R-eeb5205a,C-ff8c0c3c,C-b5ff31cd,1214.53,24.29
R-9f655292,C-ff8c0c3c,C-5d86b887,945.4,18.91
R-d0051231,C-ff8c0c3c,C-2aaf0e1a,891.72,17.83
R-9db6873e,C-ff8c0c3c,C-34ae77b0,8772.46,175.45
R-137411da,C-ff8c0c3c,C-d9e9d934,1028.02,20.56
R-9d8aaf42,C-ff8c0c3c,C-b5282c3b,534.55,10.69
R-f1076290,C-ff8c0c3c,C-d3bb431c,5554.97,111.1
R-4abe1254,C-ff8c0c3c,C-825b2625,237.95,4.76
R-7b39e372,C-ff8c0c3c,C-90e30162,508.08,10.16
R-0eab03c7,C-ff8c0c3c,C-2e349ccd,8650.0,173.0
R-9e7d29c6,C-ff8c0c3c,C-56b68559,371.86,7.44
R-776c2a65,C-ff8c0c3c,C-328bd8d3,575.97,11.52
R-4870585f,C-ff8c0c3c,C-841ebdcb,670.85,13.42
R-8e86b451,C-ff8c0c3c,C-e6dcda92,126.12,2.52
R-0d1cc23e,C-ff8c0c3c,C-594514f8,445.13,8.9
R-c1572796,C-e5bfb4e5,C-927ceb5e,207.01,4.14
R-cbda3b92,C-e5bfb4e5,C-56e39a5e,1932.25,38.65
R-69b48415,C-e5bfb4e5,C-73ae5412,1619.87,32.4
R-2a4b8afe,C-e5bfb4e5,C-4fe0fa24,5872.92,117.46
R-6af9b989,C-e5bfb4e5,C-451776b7,1672.64,33.45
R-82abd9ca,C-e5bfb4e5,C-d80a1e7d,369.9,7.4
R-20612873,C-e5bfb4e5,C-c92599e2,1986.02,39.72
R-6a0225bb,C-e5bfb4e5,C-731988ba,2760.85,55.22
R-16097e41,C-e5bfb4e5,C-639c5e36,1106.98,22.14
R-6ba9470d,C-e5bfb4e5,C-a9f2c329,214.41,4.29
R-94708871,C-e5bfb4e5,C-c7cacd1d,589.99,11.8
R-d64096e7,C-e5bfb4e5,C-ef47bdcd,864.59,17.29
R-b5a32b38,C-e5bfb4e5,C-84f378bb,631.07,12.62
R-58868e1d,C-e5bfb4e5,C-c4565ee8,445.74,8.91
R-53f2bde2,C-e5bfb4e5,C-6ea51d66,858.19,17.16
R-646bddc3,C-e5bfb4e5,C-ff8c0c3c,440.36,8.81
R-85d93d3b,C-e5bfb4e5,C-3dbd8b2e,1600.28,32.01
R-266863d8,C-e5bfb4e5,C-7212cebe,97.81,1.96
R-0a496974,C-e5bfb4e5,C-b6e04c88,392.65,7.85
R-ea131433,C-e5bfb4e5,C-01660979,844.17,16.88
R-934ed2cd,C-e5bfb4e5,C-f8f01604,6158.1,123.16
R-04dfd423,C-e5bfb4e5,C-280b55fb,420.08,8.4
R-d633f07c,C-e5bfb4e5,C-f5ed4c15,6847.86,136.96
R-a29751fe,C-e5bfb4e5,C-6df8beaf,277.83,5.56
R-72cc6e25,C-e5bfb4e5,C-2bd47dc5,840.31,16.81
R-27cc4f57,C-e5bfb4e5,C-b25a09de,649.03,12.98
R-b7c4c0c0,C-e5bfb4e5,C-419cd14c,1065.56,21.31
R-4febf0c1,C-e5bfb4e5,C-9bbf5d8a,790.34,15.81
R-d449a191,C-e5bfb4e5,C-40a81eb1,958.67,19.17
R-92b12a14,C-e5bfb4e5,C-2c9e75ef,737.9,14.76
R-6f9d6e8b,C-e5bfb4e5,C-03bb3e48,345.19,6.9
R-9ad997c6,C-e5bfb4e5,C-19236709,347.06,6.94
R-fa98d928,C-e5bfb4e5,C-fc66f0ab,192.86,3.86
